urgent_surgeries,location,region,conventional_surgeries,health_centre,period,scheduled_surgeries,ambulatory_surgeries,year,month
510.0,"[40.2804158, -7.4922407]",Central,1815.0,"Centro Hospitalar Universitário Cova da Beira, EPE",2016-07,4336,2521,2016,7
952.0,"[39.478072, -8.5404429]",Lisbon and Tagus Valley,1809.0,"Centro Hospitalar Médio Tejo, EPE",2016-07,4892,3083,2016,7
3226.0,"[41.1831056, -8.6010558]",Northern,10373.0,"Centro Hospitalar Universitário de São João, EPE",2016-07,23303,12930,2016,7
1041.0,"[41.1794456, -8.6745115]",Northern,2765.0,"Unidade Local de Saúde de Matosinhos, EPE",2016-07,8562,5797,2016,7
803.0,"[38.014123, -7.8721227]",Alentejo,1141.0,"Unidade Local de Saúde do Baixo Alentejo, EPE",2016-08,2959,1818,2016,8
3718.0,"[41.1831056, -8.6010558]",Northern,11540.0,"Centro Hospitalar Universitário de São João, EPE",2016-08,25498,13958,2016,8
1719.0,"[40.9293884, -8.5458794]",Northern,4462.0,"Centro Hospitalar Entre Douro e Vouga, EPE",2016-08,10090,5628,2016,8
1465.0,"[41.3031784, -7.7515252]",Northern,2294.0,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE",2016-08,7382,5088,2016,8
381.0,"[41.1785642, -8.6062881]",Northern,3730.0,"Instituto Português Oncologia do Porto, EPE",2016-08,8327,4597,2016,8
1114.0,"[38.5684861, -7.9032848]",Alentejo,3485.0,"Hospital Espírito Santo de Évora, EPE",2016-09,9433,5948,2016,9
1569.0,"[40.6362453, -8.6543716]",Central,2343.0,"Centro Hospitalar do Baixo Vouga, EPE",2016-09,6565,4222,2016,9
1902.0,"[38.729006, -9.418267]",Lisbon and Tagus Valley,1214.0,"Hospital de Cascais, PPP",2016-09,5517,4303,2016,9
1812.0,"[38.821455, -9.176296]",Lisbon and Tagus Valley,2642.0,"Hospital de Loures, PPP",2016-09,9267,6625,2016,9
228.0,"[38.7396768, -9.1634516]",Lisbon and Tagus Valley,3566.0,"Instituto Português Oncologia de Lisboa, EPE",2016-09,5457,1891,2016,9
4197.0,"[41.1831056, -8.6010558]",Northern,13045.0,"Centro Hospitalar Universitário de São João, EPE",2016-09,28771,15726,2016,9
1925.0,"[40.9293884, -8.5458794]",Northern,5249.0,"Centro Hospitalar Entre Douro e Vouga, EPE",2016-09,11814,6565,2016,9
87.0,"[41.5324234, -8.6171561]",Northern,1051.0,"Hospital Santa Maria Maior, EPE",2016-09,3340,2289,2016,9
436.0,"[41.1785642, -8.6062881]",Northern,4253.0,"Instituto Português Oncologia do Porto, EPE",2016-09,9518,5265,2016,9
970.0,"[38.014123, -7.8721227]",Alentejo,1404.0,"Unidade Local de Saúde do Baixo Alentejo, EPE",2016-10,3683,2279,2016,10
844.0,"[39.8212263, -7.4981271]",Central,2126.0,"Unidade Local de Saúde de Castelo Branco, EPE",2016-10,5153,3027,2016,10
4739.0,"[38.7500861, -9.1616116]",Lisbon and Tagus Valley,13242.0,"Centro Hospitalar Universitário de Lisboa Norte, EPE",2016-10,27037,13795,2016,10
1415.0,"[39.2410946, -8.6937515]",Lisbon and Tagus Valley,1284.0,"Hospital Distrital de Santarém, EPE",2016-10,4389,3105,2016,10
1923.0,"[38.6658713, -9.1822554]",Lisbon and Tagus Valley,3884.0,"Hospital Garcia de Orta, EPE",2016-10,11353,7469,2016,10
4697.0,"[41.1831056, -8.6010558]",Northern,14498.0,"Centro Hospitalar Universitário de São João, EPE",2016-10,32095,17597,2016,10
952.0,"[41.3828711, -8.7589945]",Northern,2688.0,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE",2016-10,4519,1831,2016,10
2454.0,"[41.2494561, -8.264901]",Northern,5998.0,"Centro Hospitalar Tâmega e Sousa, EPE",2016-10,17778,11780,2016,10
2372.0,"[41.1094138, -8.5972617]",Northern,7090.0,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",2016-10,18622,11532,2016,10
1507.0,"[41.1794456, -8.6745115]",Northern,3917.0,"Unidade Local de Saúde de Matosinhos, EPE",2016-10,12276,8359,2016,10
794.0,"[40.2804158, -7.4922407]",Central,2709.0,"Centro Hospitalar Universitário Cova da Beira, EPE",2016-11,6422,3713,2016,11
4523.0,"[38.7422257, -9.2264834]",Lisbon and Tagus Valley,4627.0,"Hospital Professor Doutor Fernando Fonseca, EPE",2016-11,12359,7732,2016,11
4727.0,"[41.1472498, -8.6172617]",Northern,10663.0,"Centro Hospitalar Universitário do Porto, EPE",2016-11,27707,17044,2016,11
2324.0,"[40.9293884, -8.5458794]",Northern,6587.0,"Centro Hospitalar Entre Douro e Vouga, EPE",2016-11,15328,8741,2016,11
2587.0,"[41.1094138, -8.5972617]",Northern,7853.0,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",2016-11,20624,12771,2016,11
520.0,"[41.1785642, -8.6062881]",Northern,5168.0,"Instituto Português Oncologia do Porto, EPE",2016-11,11572,6404,2016,11
1512.0,"[41.8056532, -6.7888197]",Northern,1674.0,"Unidade Local de Saúde do Nordeste, EPE",2016-11,4529,2855,2016,11
1378.0,"[38.5684861, -7.9032848]",Alentejo,4604.0,"Hospital Espírito Santo de Évora, EPE",2016-12,12737,8133,2016,12
1171.0,"[38.014123, -7.8721227]",Alentejo,1665.0,"Unidade Local de Saúde do Baixo Alentejo, EPE",2016-12,4335,2670,2016,12
4003.0,"[37.0238973, -7.9281554]",Algarve,4238.0,"Centro Hospitalar Universitário do Algarve,EPE",2016-12,9633,5395,2016,12
1242.0,"[38.977235, -8.984506]",Lisbon and Tagus Valley,2895.0,"Hospital de Vila Franca de Xira, PPP",2016-12,9520,6625,2016,12
1708.0,"[39.2410946, -8.6937515]",Lisbon and Tagus Valley,1542.0,"Hospital Distrital de Santarém, EPE",2016-12,5537,3995,2016,12
5024.0,"[38.7422257, -9.2264834]",Lisbon and Tagus Valley,5047.0,"Hospital Professor Doutor Fernando Fonseca, EPE",2016-12,13507,8460,2016,12
1138.0,"[41.3828711, -8.7589945]",Northern,3210.0,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE",2016-12,5702,2492,2016,12
2958.0,"[41.2494561, -8.264901]",Northern,7086.0,"Centro Hospitalar Tâmega e Sousa, EPE",2016-12,21067,13981,2016,12
2030.0,"[41.4387173, -8.3086907]",Northern,5237.0,"Hospital da Senhora da Oliveira, Guimarães, EPE",2016-12,11486,6249,2016,12
114.0,"[38.5684861, -7.9032848]",Alentejo,491.0,"Hospital Espírito Santo de Évora, EPE",2017-01,1343,852,2017,1
109.0,"[38.014123, -7.8721227]",Alentejo,123.0,"Unidade Local de Saúde do Baixo Alentejo, EPE",2017-01,419,296,2017,1
82.0,"[38.0162314, -8.6956768]",Alentejo,108.0,"Unidade Local de Saúde do Litoral Alentejano, EPE",2017-01,424,316,2017,1
70.0,"[40.117897, -8.8586755]",Central,112.0,"Hospital Distrital da Figueira da Foz, EPE",2017-01,553,441,2017,1
198.0,"[38.821455, -9.176296]",Lisbon and Tagus Valley,361.0,"Hospital de Loures, PPP",2017-01,968,607,2017,1
151.0,"[39.2410946, -8.6937515]",Lisbon and Tagus Valley,170.0,"Hospital Distrital de Santarém, EPE",2017-01,494,324,2017,1
40.0,"[38.7396768, -9.1634516]",Lisbon and Tagus Valley,406.0,"Instituto Português Oncologia de Lisboa, EPE",2017-01,598,192,2017,1
164.0,"[41.3031784, -7.7515252]",Northern,428.0,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE",2017-01,1276,848,2017,1
232.0,"[41.1094138, -8.5972617]",Northern,699.0,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",2017-01,2013,1314,2017,1
36.0,"[41.1785642, -8.6062881]",Northern,498.0,"Instituto Português Oncologia do Porto, EPE",2017-01,1068,570,2017,1
114.0,"[38.5684861, -7.9032848]",Alentejo,491.0,"Hospital Espírito Santo de Évora, EPE",2017-02,1343,852,2017,2
196.0,"[38.014123, -7.8721227]",Alentejo,255.0,"Unidade Local de Saúde do Baixo Alentejo, EPE",2017-02,796,541,2017,2
549.0,"[37.0238973, -7.9281554]",Algarve,819.0,"Centro Hospitalar Universitário do Algarve,EPE",2017-02,1875,1056,2017,2
271.0,"[40.6362453, -8.6543716]",Central,547.0,"Centro Hospitalar do Baixo Vouga, EPE",2017-02,1563,1016,2017,2
443.0,"[40.516364, -8.0827433]",Central,832.0,"Centro Hospitalar Tondela-Viseu, EPE",2017-02,2976,2144,2017,2
166.0,"[39.8212263, -7.4981271]",Central,396.0,"Unidade Local de Saúde de Castelo Branco, EPE",2017-02,975,579,2017,2
454.0,"[38.708454, -9.216985]",Lisbon and Tagus Valley,1277.0,"Centro Hospitalar de Lisboa Ocidental, EPE",2017-02,2803,1526,2017,2
225.0,"[39.2410946, -8.6937515]",Lisbon and Tagus Valley,318.0,"Hospital Distrital de Santarém, EPE",2017-02,1027,709,2017,2
328.0,"[38.7422257, -9.2264834]",Lisbon and Tagus Valley,1226.0,"Hospital Professor Doutor Fernando Fonseca, EPE",2017-02,2927,1701,2017,2
227.0,"[41.3423984, -8.4802503]",Northern,350.0,"Centro Hospitalar do Médio Ave, EPE",2017-02,1099,749,2017,2
193.0,"[41.3828711, -8.7589945]",Northern,562.0,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE",2017-02,1073,511,2017,2
680.0,"[40.516364, -8.0827433]",Central,1423.0,"Centro Hospitalar Tondela-Viseu, EPE",2017-03,4932,3509,2017,3
209.0,"[40.117897, -8.8586755]",Central,478.0,"Hospital Distrital da Figueira da Foz, EPE",2017-03,1894,1416,2017,3
225.0,"[38.6554005, -9.0592392]",Lisbon and Tagus Valley,752.0,"Centro Hospitalar Barreiro/Montijo, EPE",2017-03,1752,1000,2017,3
1585.0,"[38.7166948, -9.1371248]",Lisbon and Tagus Valley,3518.0,"Centro Hospitalar Universitário Lisboa Central, EPE",2017-03,8657,5139,2017,3
679.0,"[38.708454, -9.216985]",Lisbon and Tagus Valley,1976.0,"Centro Hospitalar de Lisboa Ocidental, EPE",2017-03,4411,2435,2017,3
565.0,"[38.821455, -9.176296]",Lisbon and Tagus Valley,1064.0,"Hospital de Loures, PPP",2017-03,2912,1848,2017,3
335.0,"[38.977235, -8.984506]",Lisbon and Tagus Valley,795.0,"Hospital de Vila Franca de Xira, PPP",2017-03,2772,1977,2017,3
516.0,"[38.7422257, -9.2264834]",Lisbon and Tagus Valley,1855.0,"Hospital Professor Doutor Fernando Fonseca, EPE",2017-03,4509,2654,2017,3
345.0,"[41.3423984, -8.4802503]",Northern,556.0,"Centro Hospitalar do Médio Ave, EPE",2017-03,1787,1231,2017,3
493.0,"[41.4387173, -8.3086907]",Northern,1217.0,"Hospital da Senhora da Oliveira, Guimarães, EPE",2017-03,3129,1912,2017,3
135.0,"[41.1785642, -8.6062881]",Northern,1523.0,"Instituto Português Oncologia do Porto, EPE",2017-03,3389,1866,2017,3
1143.0,"[37.0238973, -7.9281554]",Algarve,1797.0,"Centro Hospitalar Universitário do Algarve,EPE",2017-04,3821,2024,2017,4
915.0,"[39.7414812, -8.7982706]",Central,1444.0,"Centro Hospitalar de Leiria, EPE",2017-04,4442,2998,2017,4
679.0,"[40.6362453, -8.6543716]",Central,1137.0,"Centro Hospitalar do Baixo Vouga, EPE",2017-04,3188,2051,2017,4
2165.0,"[38.7166948, -9.1371248]",Lisbon and Tagus Valley,4514.0,"Centro Hospitalar Universitário Lisboa Central, EPE",2017-04,11129,6615,2017,4
911.0,"[38.708454, -9.216985]",Lisbon and Tagus Valley,2556.0,"Centro Hospitalar de Lisboa Ocidental, EPE",2017-04,5787,3231,2017,4
673.0,"[38.7422257, -9.2264834]",Lisbon and Tagus Valley,2359.0,"Hospital Professor Doutor Fernando Fonseca, EPE",2017-04,5828,3469,2017,4
459.0,"[41.3423984, -8.4802503]",Northern,702.0,"Centro Hospitalar do Médio Ave, EPE",2017-04,2337,1635,2017,4
354.0,"[41.3828711, -8.7589945]",Northern,1066.0,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE",2017-04,2051,985,2017,4
689.0,"[41.3031784, -7.7515252]",Northern,1565.0,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE",2017-04,5033,3468,2017,4
178.0,"[41.1785642, -8.6062881]",Northern,2009.0,"Instituto Português Oncologia do Porto, EPE",2017-04,4455,2446,2017,4
581.0,"[41.1794456, -8.6745115]",Northern,1521.0,"Unidade Local de Saúde de Matosinhos, EPE",2017-04,5173,3652,2017,4
1159.0,"[39.7414812, -8.7982706]",Central,1762.0,"Centro Hospitalar de Leiria, EPE",2017-05,5472,3710,2017,5
874.0,"[40.6362453, -8.6543716]",Central,1405.0,"Centro Hospitalar do Baixo Vouga, EPE",2017-05,3952,2547,2017,5
377.0,"[39.8212263, -7.4981271]",Central,987.0,"Unidade Local de Saúde de Castelo Branco, EPE",2017-05,2512,1525,2017,5
353.0,"[38.6554005, -9.0592392]",Lisbon and Tagus Valley,1243.0,"Centro Hospitalar Barreiro/Montijo, EPE",2017-05,2874,1631,2017,5
1050.0,"[38.6658713, -9.1822554]",Lisbon and Tagus Valley,1846.0,"Hospital Garcia de Orta, EPE",2017-05,5753,3907,2017,5
2103.0,"[41.1472498, -8.6172617]",Northern,4975.0,"Centro Hospitalar Universitário do Porto, EPE",2017-05,13337,8362,2017,5
1037.0,"[40.9293884, -8.5458794]",Northern,2875.0,"Centro Hospitalar Entre Douro e Vouga, EPE",2017-05,7500,4625,2017,5
862.0,"[41.3031784, -7.7515252]",Northern,1887.0,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE",2017-05,6251,4364,2017,5
641.0,"[41.8056532, -6.7888197]",Northern,824.0,"Unidade Local de Saúde do Nordeste, EPE",2017-05,1971,1147,2017,5
553.0,"[38.5684861, -7.9032848]",Alentejo,2560.0,"Hospital Espírito Santo de Évora, EPE",2017-06,7090,4530,2017,6
1779.0,"[37.0238973, -7.9281554]",Algarve,2685.0,"Centro Hospitalar Universitário do Algarve,EPE",2017-06,5658,2973,2017,6
1383.0,"[39.7414812, -8.7982706]",Central,2053.0,"Centro Hospitalar de Leiria, EPE",2017-06,6612,4559,2017,6
433.0,"[40.117897, -8.8586755]",Central,972.0,"Hospital Distrital da Figueira da Foz, EPE",2017-06,3735,2763,2017,6
755.0,"[38.5283754, -8.8818638]",Lisbon and Tagus Valley,1789.0,"Centro Hospitalar de Setúbal, EPE",2017-06,5900,4111,2017,6
1224.0,"[38.729006, -9.418267]",Lisbon and Tagus Valley,922.0,"Hospital de Cascais, PPP",2017-06,3828,2906,2017,6
639.0,"[39.2410946, -8.6937515]",Lisbon and Tagus Valley,978.0,"Hospital Distrital de Santarém, EPE",2017-06,3200,2222,2017,6
1237.0,"[40.9293884, -8.5458794]",Northern,3438.0,"Centro Hospitalar Entre Douro e Vouga, EPE",2017-06,8795,5357,2017,6
1011.0,"[41.4387173, -8.3086907]",Northern,2407.0,"Hospital da Senhora da Oliveira, Guimarães, EPE",2017-06,6104,3697,2017,6
1461.0,"[41.56785, -8.398982]",Northern,4125.0,"Hospital de Braga, PPP",2017-06,12365,8240,2017,6
1104.0,"[41.7056054, -8.8252713]",Northern,2329.0,"Unidade Local de Saúde do Alto Minho, EPE",2017-06,7309,4980,2017,6
546.0,"[39.3003425, -7.4263845]",Alentejo,1217.0,"Unidade Local de Saúde do Norte Alentejano, EPE",2017-07,3362,2145,2017,7
2105.0,"[37.0238973, -7.9281554]",Algarve,3064.0,"Centro Hospitalar Universitário do Algarve,EPE",2017-07,6595,3531,2017,7
1126.0,"[40.6362453, -8.6543716]",Central,1943.0,"Centro Hospitalar do Baixo Vouga, EPE",2017-07,5475,3532,2017,7
560.0,"[40.5309916, -7.2734793]",Central,1453.0,"Unidade Local de Saúde da Guarda, EPE",2017-07,4123,2670,2017,7
3922.0,"[38.7166948, -9.1371248]",Lisbon and Tagus Valley,7904.0,"Centro Hospitalar Universitário Lisboa Central, EPE",2017-07,19294,11390,2017,7
1534.0,"[38.6658713, -9.1822554]",Lisbon and Tagus Valley,2640.0,"Hospital Garcia de Orta, EPE",2017-07,8160,5520,2017,7
1738.0,"[41.56785, -8.398982]",Northern,4888.0,"Hospital de Braga, PPP",2017-07,14584,9696,2017,7
529.0,"[38.0162314, -8.6956768]",Alentejo,764.0,"Unidade Local de Saúde do Litoral Alentejano, EPE",2017-08,2955,2191,2017,8
626.0,"[39.3003425, -7.4263845]",Alentejo,1371.0,"Unidade Local de Saúde do Norte Alentejano, EPE",2017-08,3747,2376,2017,8
1851.0,"[39.7414812, -8.7982706]",Central,2582.0,"Centro Hospitalar de Leiria, EPE",2017-08,8646,6064,2017,8
653.0,"[39.8212263, -7.4981271]",Central,1441.0,"Unidade Local de Saúde de Castelo Branco, EPE",2017-08,3753,2312,2017,8
961.0,"[39.478072, -8.5404429]",Lisbon and Tagus Valley,1954.0,"Centro Hospitalar Médio Tejo, EPE",2017-08,5815,3861,2017,8
1538.0,"[38.821455, -9.176296]",Lisbon and Tagus Valley,2610.0,"Hospital de Loures, PPP",2017-08,7930,5320,2017,8
861.0,"[38.977235, -8.984506]",Lisbon and Tagus Valley,1908.0,"Hospital de Vila Franca de Xira, PPP",2017-08,7053,5145,2017,8
1064.0,"[39.2410946, -8.6937515]",Lisbon and Tagus Valley,1261.0,"Hospital Distrital de Santarém, EPE",2017-08,4258,2997,2017,8
380.0,"[38.7396768, -9.1634516]",Lisbon and Tagus Valley,2947.0,"Instituto Português Oncologia de Lisboa, EPE",2017-08,4332,1385,2017,8
736.0,"[41.3828711, -8.7589945]",Northern,1913.0,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE",2017-08,3722,1809,2017,8
1511.0,"[41.7056054, -8.8252713]",Northern,2826.0,"Unidade Local de Saúde do Alto Minho, EPE",2017-08,8845,6019,2017,8
694.0,"[40.2804158, -7.4922407]",Central,1879.0,"Centro Hospitalar Universitário Cova da Beira, EPE",2017-09,4904,3025,2017,9
5192.0,"[40.2191523, -8.4098211]",Central,11249.0,"Centro Hospitalar e Universitário de Coimbra, EPE",2017-09,26275,15026,2017,9
2190.0,"[38.708454, -9.216985]",Lisbon and Tagus Valley,5091.0,"Centro Hospitalar de Lisboa Ocidental, EPE",2017-09,12363,7272,2017,9
484.0,"[38.7396768, -9.1634516]",Lisbon and Tagus Valley,3241.0,"Instituto Português Oncologia de Lisboa, EPE",2017-09,4754,1513,2017,9
2286.0,"[41.2494561, -8.264901]",Northern,4925.0,"Centro Hospitalar Tâmega e Sousa, EPE",2017-09,16631,11706,2017,9
383.0,"[41.1785642, -8.6062881]",Northern,4200.0,"Instituto Português Oncologia do Porto, EPE",2017-09,9334,5134,2017,9
1165.0,"[41.8056532, -6.7888197]",Northern,1343.0,"Unidade Local de Saúde do Nordeste, EPE",2017-09,3233,1890,2017,9
1584.0,"[40.6362453, -8.6543716]",Central,2502.0,"Centro Hospitalar do Baixo Vouga, EPE",2017-10,7408,4906,2017,10
5874.0,"[38.7166948, -9.1371248]",Lisbon and Tagus Valley,11179.0,"Centro Hospitalar Universitário Lisboa Central, EPE",2017-10,26750,15571,2017,10
1310.0,"[38.5283754, -8.8818638]",Lisbon and Tagus Valley,2800.0,"Centro Hospitalar de Setúbal, EPE",2017-10,9355,6555,2017,10
1636.0,"[39.4054629, -9.1258493]",Lisbon and Tagus Valley,1774.0,"Centro Hospitalar do Oeste, EPE",2017-10,4428,2654,2017,10
1918.0,"[38.821455, -9.176296]",Lisbon and Tagus Valley,3270.0,"Hospital de Loures, PPP",2017-10,9919,6649,2017,10
1080.0,"[38.977235, -8.984506]",Lisbon and Tagus Valley,2372.0,"Hospital de Vila Franca de Xira, PPP",2017-10,8641,6269,2017,10
2529.0,"[41.56785, -8.398982]",Northern,7065.0,"Hospital de Braga, PPP",2017-10,21052,13987,2017,10
435.0,"[41.1785642, -8.6062881]",Northern,4705.0,"Instituto Português Oncologia do Porto, EPE",2017-10,10434,5729,2017,10
1912.0,"[41.7056054, -8.8252713]",Northern,3477.0,"Unidade Local de Saúde do Alto Minho, EPE",2017-10,11212,7735,2017,10
850.0,"[40.2804158, -7.4922407]",Central,2380.0,"Centro Hospitalar Universitário Cova da Beira, EPE",2017-11,6078,3698,2017,11
6359.0,"[40.2191523, -8.4098211]",Central,13885.0,"Centro Hospitalar e Universitário de Coimbra, EPE",2017-11,32572,18687,2017,11
6505.0,"[38.7166948, -9.1371248]",Lisbon and Tagus Valley,12339.0,"Centro Hospitalar Universitário Lisboa Central, EPE",2017-11,29545,17206,2017,11
5397.0,"[41.1831056, -8.6010558]",Northern,15125.0,"Centro Hospitalar Universitário de São João, EPE",2017-11,35647,20522,2017,11
1045.0,"[41.3828711, -8.7589945]",Northern,2660.0,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE",2017-11,5313,2653,2017,11
2646.0,"[41.1094138, -8.5972617]",Northern,7609.0,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",2017-11,20698,13089,2017,11
1470.0,"[41.8056532, -6.7888197]",Northern,1651.0,"Unidade Local de Saúde do Nordeste, EPE",2017-11,4163,2512,2017,11
2143.0,"[40.6362453, -8.6543716]",Central,3189.0,"Centro Hospitalar do Baixo Vouga, EPE",2017-12,9162,5973,2017,12
966.0,"[39.8212263, -7.4981271]",Central,2157.0,"Unidade Local de Saúde de Castelo Branco, EPE",2017-12,5635,3478,2017,12
6005.0,"[38.7500861, -9.1616116]",Lisbon and Tagus Valley,13275.0,"Centro Hospitalar Universitário de Lisboa Norte, EPE",2017-12,32411,19136,2017,12
565.0,"[38.7396768, -9.1634516]",Lisbon and Tagus Valley,4411.0,"Instituto Português Oncologia de Lisboa, EPE",2017-12,6356,1945,2017,12
543.0,"[40.2191523, -8.4098211]",Central,1511.0,"Centro Hospitalar e Universitário de Coimbra, EPE",2018-01,3581,2070,2018,1
45.0,"[40.5309916, -7.2734793]",Central,241.0,"Unidade Local de Saúde da Guarda, EPE",2018-01,626,385,2018,1
61.0,"[38.6554005, -9.0592392]",Lisbon and Tagus Valley,213.0,"Centro Hospitalar Barreiro/Montijo, EPE",2018-01,536,323,2018,1
566.0,"[38.7166948, -9.1371248]",Lisbon and Tagus Valley,1322.0,"Centro Hospitalar Universitário Lisboa Central, EPE",2018-01,3027,1705,2018,1
107.0,"[41.3423984, -8.4802503]",Northern,210.0,"Centro Hospitalar do Médio Ave, EPE",2018-01,736,526,2018,1
102.0,"[41.3828711, -8.7589945]",Northern,234.0,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE",2018-01,594,360,2018,1
245.0,"[41.56785, -8.398982]",Northern,679.0,"Hospital de Braga, PPP",2018-01,2345,1666,2018,1
210.0,"[41.7056054, -8.8252713]",Northern,416.0,"Unidade Local de Saúde do Alto Minho, EPE",2018-01,1032,616,2018,1
117.0,"[38.0162314, -8.6956768]",Alentejo,219.0,"Unidade Local de Saúde do Litoral Alentejano, EPE",2018-02,597,378,2018,2
462.0,"[38.708454, -9.216985]",Lisbon and Tagus Valley,1190.0,"Centro Hospitalar de Lisboa Ocidental, EPE",2018-02,2904,1714,2018,2
285.0,"[38.5283754, -8.8818638]",Lisbon and Tagus Valley,497.0,"Centro Hospitalar de Setúbal, EPE",2018-02,1805,1308,2018,2
1013.0,"[38.7500861, -9.1616116]",Lisbon and Tagus Valley,2463.0,"Centro Hospitalar Universitário de Lisboa Norte, EPE",2018-02,6103,3640,2018,2
268.0,"[39.478072, -8.5404429]",Lisbon and Tagus Valley,471.0,"Centro Hospitalar Médio Tejo, EPE",2018-02,1536,1065,2018,2
416.0,"[38.6658713, -9.1822554]",Lisbon and Tagus Valley,887.0,"Hospital Garcia de Orta, EPE",2018-02,2478,1591,2018,2
498.0,"[41.2494561, -8.264901]",Northern,1024.0,"Centro Hospitalar Tâmega e Sousa, EPE",2018-02,3878,2854,2018,2
23.0,"[41.5324234, -8.6171561]",Northern,242.0,"Hospital Santa Maria Maior, EPE",2018-02,920,678,2018,2
264.0,"[41.1794456, -8.6745115]",Northern,623.0,"Unidade Local de Saúde de Matosinhos, EPE",2018-02,2173,1550,2018,2
851.0,"[37.0238973, -7.9281554]",Algarve,1087.0,"Centro Hospitalar Universitário do Algarve,EPE",2018-03,2512,1425,2018,3
628.0,"[39.7414812, -8.7982706]",Central,834.0,"Centro Hospitalar de Leiria, EPE",2018-03,3456,2622,2018,3
