period,health_centre,location,tot_patients_waiting,pct_patients_normal_waiting_time,patients_normal_waiting_time,region,year,month
2025-06,"Unidade Local de Saúde do Tâmega e Sousa, EPE","[41.1971153671548, -8.0]",7249,85.7,6212,Northern,2025,6
2024-07,"Instituto Português Oncologia  F. Gentil - Porto, E.P.E.","[41.1811, -8.60469]",1852,78.4,1452,Northern,2024,7
2024-07,"Unidade Local de Saúde Castelo Branco, EPE","[39.822737, -7.499876]",1444,93.6,1351,Central,2024,7
2024-07,"Unidade Local de Saúde da Região de Aveiro, EPE","[40.636332, -8.654388]",5885,85.3,5022,Central,2024,7
2024-07,"Unidade Local de Saúde da Região de Leiria, EPE","[39.7418, -8.79444]",6453,85.8,5535,Central,2024,7
2024-07,"Unidade Local de Saúde de Braga, EPE","[41.562328338623, -8.3]",14413,78.9,11374,Northern,2024,7
2024-07,"Unidade Local de Saúde de Loures-Odivelas, EPE","[38.821769, -9.176301]",6863,43.7,2996,Lisbon and Tagus Valley,2024,7
2024-07,"Unidade Local de Saúde de Trás-os-Montes e Alto Douro, EPE","[41.310331, -7.760103]",4589,81.0,3715,Northern,2024,7
2024-07,"Unidade Local de Saúde do Algarve, EPE","[37.024668, -7.928949]",11430,45.4,5191,Algarve,2024,7
2024-07,"Unidade Local de Saúde do Alto Ave, EPE","[41.488574, -8.338685]",7724,84.7,6544,Northern,2024,7
2024-07,"Unidade Local de Saúde do Médio Ave, EPE","[41.3422317504883, -8.0]",3532,83.6,2951,Northern,2024,7
2025-07,"Instituto Português Oncologia  F. Gentil - Lisboa, E.P.E.","[38.739946, -9.161139]",1183,72.7,860,Lisbon and Tagus Valley,2025,7
2025-07,"Unidade Local de Saúde Castelo Branco, EPE","[39.822737, -7.499876]",1879,85.0,1597,Central,2025,7
2025-07,"Unidade Local de Saúde da Região de Leiria, EPE","[39.7418, -8.79444]",6258,88.1,5515,Central,2025,7
2025-07,"Unidade Local de Saúde de Braga, EPE","[41.562328338623, -8.3]",13753,68.0,9348,Northern,2025,7
2025-07,"Unidade Local de Saúde de Coimbra, EPE","[40.217426, -8.410075]",20156,67.7,13644,Central,2025,7
2025-07,"Unidade Local de Saúde de Lisboa Ocidental, EPE","[38.7084, -9.21711]",9641,55.1,5315,Lisbon and Tagus Valley,2025,7
2025-07,"Unidade Local de Saúde do Alto Minho, EPE","[41.697519, -8.832517]",5567,78.0,4344,Northern,2025,7
2024-08,"Unidade Local de Saúde da Região de Aveiro, EPE","[40.636332, -8.654388]",6180,82.8,5114,Central,2024,8
2024-08,"Unidade Local de Saúde de Amadora/Sintra, EPE","[38.7436332060551, -9.0]",6748,71.6,4830,Lisbon and Tagus Valley,2024,8
2024-08,"Unidade Local de Saúde de Coimbra, EPE","[40.217426, -8.410075]",18044,69.4,12518,Central,2024,8
2024-08,"Unidade Local de Saúde do Algarve, EPE","[37.024668, -7.928949]",11667,44.5,5189,Algarve,2024,8
2024-08,"Unidade Local de Saúde do Estuário do Tejo, EPE","[38.977344, -8.984882]",6818,62.0,4226,Lisbon and Tagus Valley,2024,8
2024-08,"Unidade Local de Saúde do Médio Ave, EPE","[41.3422317504883, -8.0]",3604,80.1,2887,Northern,2024,8
2025-08,"Instituto Português Oncologia  F. Gentil - Lisboa, E.P.E.","[38.739946, -9.161139]",1216,74.1,901,Lisbon and Tagus Valley,2025,8
2025-08,"Instituto Português Oncologia  F. Gentil - Porto, E.P.E.","[41.1811, -8.60469]",2361,71.2,1682,Northern,2025,8
2025-08,"Unidade Local de Saúde da Arrábida, EPE","[38.529351, -8.881073]",8131,63.6,5174,Lisbon and Tagus Valley,2025,8
2025-08,"Unidade Local de Saúde de Coimbra, EPE","[40.217426, -8.410075]",20347,63.9,12998,Central,2025,8
2025-08,"Unidade Local de Saúde de Dão-Lafões, EPE","[40.6509, -7.91039]",6023,81.2,4890,Central,2025,8
2025-08,"Unidade Local de Saúde de Santa Maria, EPE","[38.7500648498535, -9.0]",11494,68.1,7825,Lisbon and Tagus Valley,2025,8
2024-09,"Unidade Local de Saúde da Região de Aveiro, EPE","[40.636332, -8.654388]",6220,81.9,5093,Central,2024,9
2024-09,"Unidade Local de Saúde de Coimbra, EPE","[40.217426, -8.410075]",17983,67.9,12209,Central,2024,9
2024-09,"Unidade Local de Saúde de Lisboa Ocidental, EPE","[38.7084, -9.21711]",8718,54.1,4718,Lisbon and Tagus Valley,2024,9
2024-09,"Unidade Local de Saúde de Loures-Odivelas, EPE","[38.821769, -9.176301]",7118,45.6,3245,Lisbon and Tagus Valley,2024,9
2024-09,"Unidade Local de Saúde de Trás-os-Montes e Alto Douro, EPE","[41.310331, -7.760103]",4446,80.8,3593,Northern,2024,9
2024-09,"Unidade Local de Saúde do Alto Ave, EPE","[41.488574, -8.338685]",7839,85.2,6676,Northern,2024,9
2024-09,"Unidade Local de Saúde do Baixo Alentejo, EPE","[38.0146, -7.86863]",1932,85.6,1653,Alentejo,2024,9
2024-09,"Unidade Local de Saúde do Tâmega e Sousa, EPE","[41.1971153671548, -8.0]",7127,86.3,6150,Northern,2024,9
2025-09,"Unidade Local de Saúde da Guarda, EPE","[40.5309943471486, -7.0]",1331,75.7,1008,Central,2025,9
2025-09,"Unidade Local de Saúde da Região de Leiria, EPE","[39.7418, -8.79444]",6193,85.3,5284,Central,2025,9
2025-09,"Unidade Local de Saúde de Braga, EPE","[41.562328338623, -8.3]",13240,71.0,9405,Northern,2025,9
2025-09,"Unidade Local de Saúde de Dão-Lafões, EPE","[40.6509, -7.91039]",5929,81.8,4848,Central,2025,9
2025-09,"Unidade Local de Saúde do Alto Ave, EPE","[41.488574, -8.338685]",7438,92.7,6896,Northern,2025,9
2025-09,"Unidade Local de Saúde do Baixo Mondego, EPE","[40.130297609, -8.8606]",2873,92.0,2644,Central,2025,9
2025-09,"Unidade Local de Saúde do Litoral Alentejano, EPE","[38.039936, -8.731693]",2118,88.4,1873,Alentejo,2025,9
2025-09,"Unidade Local de Saúde do Nordeste, EPE","[41.802452, -6.768198]",1756,87.4,1534,Northern,2025,9
2024-10,"Instituto Português Oncologia  F. Gentil - Porto, E.P.E.","[41.1811, -8.60469]",2044,78.5,1605,Northern,2024,10
2024-10,"Unidade Local de Saúde da Cova da Beira, EPE","[40.2776794433594, -7.0]",2868,55.4,1589,Central,2024,10
2024-10,"Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde, EPE","[41.383183, -8.758784]",1248,99.7,1244,Northern,2024,10
2024-10,"Unidade Local de Saúde de Almada-Seixal, EPE","[38.67381, -9.17597]",11670,52.3,6107,Lisbon and Tagus Valley,2024,10
2024-10,"Unidade Local de Saúde de Amadora/Sintra, EPE","[38.7436332060551, -9.0]",7167,74.2,5321,Lisbon and Tagus Valley,2024,10
2024-10,"Unidade Local de Saúde de Barcelos/Esposende, EPE","[41.533438, -8.616604]",3377,77.1,2603,Northern,2024,10
2024-10,"Unidade Local de Saúde de São João, EPE","[41.1833, -8.60193]",10942,88.2,9652,Northern,2024,10
2024-10,"Unidade Local de Saúde de São José, EPE","[38.7169, -9.13654]",22494,49.9,11234,Lisbon and Tagus Valley,2024,10
2024-10,"Unidade Local de Saúde do Alto Ave, EPE","[41.488574, -8.338685]",7891,87.5,6901,Northern,2024,10
2024-10,"Unidade Local de Saúde do Médio Tejo, EPE","[39.605565, -8.404399]",4455,86.2,3842,Lisbon and Tagus Valley,2024,10
2024-11,"Instituto Português Oncologia  F. Gentil - Porto, E.P.E.","[41.1811, -8.60469]",1994,75.7,1509,Northern,2024,11
2024-11,"Unidade Local de Saúde da Arrábida, EPE","[38.529351, -8.881073]",8180,64.7,5295,Lisbon and Tagus Valley,2024,11
2024-11,"Unidade Local de Saúde de Amadora/Sintra, EPE","[38.7436332060551, -9.0]",7269,73.2,5318,Lisbon and Tagus Valley,2024,11
2024-11,"Unidade Local de Saúde de Loures-Odivelas, EPE","[38.821769, -9.176301]",6939,47.0,3260,Lisbon and Tagus Valley,2024,11
2024-11,"Unidade Local de Saúde de Matosinhos, EPE","[41.181859, -8.663374]",6367,85.3,5430,Northern,2024,11
2024-11,"Unidade Local de Saúde de Santo António, EPE","[41.147283, -8.619536]",8471,81.7,6919,Northern,2024,11
2024-11,"Unidade Local de Saúde do Médio Tejo, EPE","[39.605565, -8.404399]",4603,87.3,4020,Lisbon and Tagus Valley,2024,11
2024-11,"Unidade Local de Saúde do Oeste, EPE","[39.4055519104004, -9.0]",2576,85.2,2194,Lisbon and Tagus Valley,2024,11
2024-11,"Unidade Local de Saúde do Tâmega e Sousa, EPE","[41.1971153671548, -8.0]",6791,86.2,5854,Northern,2024,11
2024-12,"Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde, EPE","[41.383183, -8.758784]",1485,99.5,1477,Northern,2024,12
2024-12,"Unidade Local de Saúde da Região de Leiria, EPE","[39.7418, -8.79444]",6565,86.3,5664,Central,2024,12
2024-12,"Unidade Local de Saúde de Braga, EPE","[41.562328338623, -8.3]",12211,77.7,9487,Northern,2024,12
2024-12,"Unidade Local de Saúde de Coimbra, EPE","[40.217426, -8.410075]",20032,68.2,13663,Central,2024,12
2024-12,"Unidade Local de Saúde de Lisboa Ocidental, EPE","[38.7084, -9.21711]",9077,56.6,5135,Lisbon and Tagus Valley,2024,12
2024-12,"Unidade Local de Saúde de Matosinhos, EPE","[41.181859, -8.663374]",6108,84.8,5178,Northern,2024,12
2024-12,"Unidade Local de Saúde do Algarve, EPE","[37.024668, -7.928949]",12265,44.2,5417,Algarve,2024,12
2024-12,"Unidade Local de Saúde do Alto Minho, EPE","[41.697519, -8.832517]",5561,76.5,4252,Northern,2024,12
2024-12,"Unidade Local de Saúde do Baixo Alentejo, EPE","[38.0146, -7.86863]",1876,82.7,1551,Alentejo,2024,12
2018-01,"Centro Hospitalar e Universitário de Coimbra, EPE","[40.2191523, -8.4098211]",16437,62.3,10239,Central,2018,1
2018-01,"Centro Hospitalar de Lisboa Ocidental, EPE","[38.708454, -9.216985]",5071,60.6,3074,Lisbon and Tagus Valley,2018,1
2018-01,"Centro Hospitalar Lisboa Norte, EPE","[38.7500861, -9.1616116]",9213,65.7,6052,Lisbon and Tagus Valley,2018,1
2018-01,"Hospital de Vila Franca de Xira, PPP","[38.977235, -8.984506]",5635,59.5,3355,Lisbon and Tagus Valley,2018,1
2018-01,"Hospital Garcia de Orta, EPE","[38.6658713, -9.1822554]",7974,54.7,4363,Lisbon and Tagus Valley,2018,1
2018-01,"Centro Hospitalar Entre Douro e Vouga, EPE","[40.9293884, -8.5458794]",5651,80.5,4550,Northern,2018,1
2018-01,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","[41.3828711, -8.7589945]",798,100.0,798,Northern,2018,1
2018-02,"Hospital Distrital da Figueira da Foz, EPE","[40.117897, -8.8586755]",1319,98.7,1302,Central,2018,2
2018-02,"Centro Hospitalar Barreiro/Montijo, EPE","[38.6554005, -9.0592392]",2825,63.0,1781,Lisbon and Tagus Valley,2018,2
2018-02,"Centro Hospitalar de Setúbal, EPE","[38.5283754, -8.8818638]",6725,60.6,4074,Lisbon and Tagus Valley,2018,2
2018-02,"Hospital de Loures, PPP","[38.821455, -9.176296]",5593,76.6,4284,Lisbon and Tagus Valley,2018,2
2018-02,"Hospital Distrital de Santarém, EPE","[39.2410946, -8.6937515]",3966,50.1,1988,Lisbon and Tagus Valley,2018,2
2018-02,"Centro Hospitalar do Porto, EPE","[41.1472498, -8.6172617]",6906,76.8,5303,Northern,2018,2
2018-02,"Centro Hospitalar Tâmega e Sousa, EPE","[41.2494561, -8.264901]",5967,83.6,4990,Northern,2018,2
2018-02,"Instituto Português Oncologia do Porto, EPE","[41.1785642, -8.6062881]",1563,61.6,963,Northern,2018,2
2018-02,"Unidade Local de Saúde do Alto Minho, EPE","[41.7056054, -8.8252713]",4119,81.1,3340,Northern,2018,2
2018-02,"Unidade Local de Saúde do Nordeste, EPE","[41.8056532, -6.7888197]",2336,87.9,2054,Northern,2018,2
2018-03,"Centro Hospitalar Tondela-Viseu, EPE","[40.516364, -8.0827433]",8762,47.9,4198,Central,2018,3
2018-03,"Hospital Distrital da Figueira da Foz, EPE","[40.117897, -8.8586755]",1406,98.3,1382,Central,2018,3
2018-03,"Centro Hospitalar Entre Douro e Vouga, EPE","[40.9293884, -8.5458794]",6006,81.3,4882,Northern,2018,3
2018-03,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","[41.3828711, -8.7589945]",874,100.0,874,Northern,2018,3
2018-03,"Hospital da Senhora da Oliveira, Guimarães, EPE","[41.4387173, -8.3086907]",5619,71.4,4012,Northern,2018,3
2018-03,"Unidade Local de Saúde de Matosinhos, EPE","[41.1794456, -8.6745115]",8099,72.6,5881,Northern,2018,3
2018-04,"Hospital Espírito Santo de Évora, EPE","[38.5684861, -7.9032848]",3964,62.0,2459,Alentejo,2018,4
2018-04,"Unidade Local de Saúde de Castelo Branco, EPE","[39.8212263, -7.4981271]",1197,81.8,979,Central,2018,4
2018-04,"Centro Hospitalar de Setúbal, EPE","[38.5283754, -8.8818638]",6707,61.6,4133,Lisbon and Tagus Valley,2018,4
2018-04,"Hospital de Loures, PPP","[38.821455, -9.176296]",5266,76.2,4013,Lisbon and Tagus Valley,2018,4
2018-04,"Hospital de Vila Franca de Xira, PPP","[38.977235, -8.984506]",5428,58.7,3187,Lisbon and Tagus Valley,2018,4
2018-04,"Centro Hospitalar do Médio Ave, EPE","[41.3423984, -8.4802503]",2412,97.7,2356,Northern,2018,4
2018-04,"Centro Hospitalar Entre Douro e Vouga, EPE","[40.9293884, -8.5458794]",5884,80.6,4743,Northern,2018,4
2018-04,"Unidade Local de Saúde do Nordeste, EPE","[41.8056532, -6.7888197]",2249,86.9,1954,Northern,2018,4
2018-05,"Unidade Local de Saúde do Norte Alentejano, EPE","[39.3003425, -7.4263845]",1552,80.2,1244,Alentejo,2018,5
2018-05,"Centro Hospitalar Tondela-Viseu, EPE","[40.516364, -8.0827433]",9367,50.4,4718,Central,2018,5
2018-05,"Centro Hospitalar de Lisboa Central, EPE","[38.7166948, -9.1371248]",13702,63.3,8667,Lisbon and Tagus Valley,2018,5
2018-05,"Centro Hospitalar de Setúbal, EPE","[38.5283754, -8.8818638]",6835,63.5,4343,Lisbon and Tagus Valley,2018,5
2018-05,Centro Hospitalar do Oeste,"[39.4054629, -9.1258493]",3948,63.9,2521,Lisbon and Tagus Valley,2018,5
2018-05,"Centro Hospitalar Médio Tejo, EPE","[39.478072, -8.5404429]",4140,74.5,3085,Lisbon and Tagus Valley,2018,5
2018-05,"Hospital Distrital de Santarém, EPE","[39.2410946, -8.6937515]",3785,57.9,2192,Lisbon and Tagus Valley,2018,5
2018-05,"Centro Hospitalar do Porto, EPE","[41.1472498, -8.6172617]",6362,80.8,5142,Northern,2018,5
2018-06,"Centro Hospitalar Universitário do Algarve,EPE","[37.0238973, -7.9281554]",7895,67.3,5310,Algarve,2018,6
2018-06,"Centro Hospitalar de Leiria, EPE","[39.7414812, -8.7982706]",6783,84.3,5720,Central,2018,6
2018-06,"Centro Hospitalar e Universitário de Coimbra, EPE","[40.2191523, -8.4098211]",16535,70.3,11631,Central,2018,6
2018-06,"Centro Hospitalar de Lisboa Central, EPE","[38.7166948, -9.1371248]",13869,63.5,8805,Lisbon and Tagus Valley,2018,6
2018-06,"Centro Hospitalar Lisboa Norte, EPE","[38.7500861, -9.1616116]",9612,72.6,6980,Lisbon and Tagus Valley,2018,6
2018-06,"Hospital de Cascais, PPP","[38.729006, -9.418267]",2333,88.6,2067,Lisbon and Tagus Valley,2018,6
2018-06,"Instituto Português Oncologia de Lisboa, EPE","[38.7396768, -9.1634516]",1529,69.5,1062,Lisbon and Tagus Valley,2018,6
2018-06,"Centro Hospitalar do Porto, EPE","[41.1472498, -8.6172617]",6377,83.3,5315,Northern,2018,6
2018-06,"Hospital da Senhora da Oliveira, Guimarães, EPE","[41.4387173, -8.3086907]",5978,76.6,4581,Northern,2018,6
2018-06,"Hospital de Braga, PPP","[41.56785, -8.398982]",18110,66.2,11997,Northern,2018,6
2018-06,"Hospital Santa Maria Maior, EPE","[41.5324234, -8.6171561]",1403,98.1,1377,Northern,2018,6
2018-07,"Unidade Local de Saúde do Norte Alentejano, EPE","[39.3003425, -7.4263845]",1414,80.7,1141,Alentejo,2018,7
2018-07,"Centro Hospitalar e Universitário de Coimbra, EPE","[40.2191523, -8.4098211]",16811,69.6,11704,Central,2018,7
2018-07,"Unidade Local de Saúde da Guarda, EPE","[40.5309916, -7.2734793]",2101,67.3,1413,Central,2018,7
2018-07,"Hospital de Cascais, PPP","[38.729006, -9.418267]",2234,89.2,1993,Lisbon and Tagus Valley,2018,7
2018-07,"Hospital de Loures, PPP","[38.821455, -9.176296]",5285,76.0,4014,Lisbon and Tagus Valley,2018,7
2018-07,"Centro Hospitalar de São João, EPE","[41.1831056, -8.6010558]",11575,76.8,8893,Northern,2018,7
2018-07,"Centro Hospitalar Tâmega e Sousa, EPE","[41.2494561, -8.264901]",6126,88.3,5409,Northern,2018,7
2018-07,"Instituto Português Oncologia do Porto, EPE","[41.1785642, -8.6062881]",1511,64.3,971,Northern,2018,7
2018-07,"Unidade Local de Saúde de Matosinhos, EPE","[41.1794456, -8.6745115]",7075,81.7,5782,Northern,2018,7
2018-08,"Unidade Local de Saúde da Guarda, EPE","[40.5309916, -7.2734793]",2152,67.7,1457,Central,2018,8
2018-08,"Unidade Local de Saúde de Castelo Branco, EPE","[39.8212263, -7.4981271]",1292,85.4,1103,Central,2018,8
2018-08,"Hospital de Cascais, PPP","[38.729006, -9.418267]",2083,89.7,1868,Lisbon and Tagus Valley,2018,8
2018-08,"Instituto Português Oncologia de Lisboa, EPE","[38.7396768, -9.1634516]",1369,61.0,835,Lisbon and Tagus Valley,2018,8
2018-08,"Centro Hospitalar Tâmega e Sousa, EPE","[41.2494561, -8.264901]",6112,86.0,5258,Northern,2018,8
2018-08,"Hospital da Senhora da Oliveira, Guimarães, EPE","[41.4387173, -8.3086907]",5962,75.5,4504,Northern,2018,8
2018-08,"Unidade Local de Saúde do Alto Minho, EPE","[41.7056054, -8.8252713]",4457,83.8,3734,Northern,2018,8
2018-09,"Centro Hospitalar de Leiria, EPE","[39.7414812, -8.7982706]",7269,83.9,6101,Central,2018,9
2018-09,"Centro Hospitalar e Universitário de Coimbra, EPE","[40.2191523, -8.4098211]",17216,63.9,10997,Central,2018,9
2018-09,"Hospital Distrital da Figueira da Foz, EPE","[40.117897, -8.8586755]",1870,98.4,1841,Central,2018,9
2018-09,"Unidade Local de Saúde da Guarda, EPE","[40.5309916, -7.2734793]",2192,70.1,1537,Central,2018,9
2018-09,"Centro Hospitalar Barreiro/Montijo, EPE","[38.6554005, -9.0592392]",2790,70.8,1976,Lisbon and Tagus Valley,2018,9
2018-09,"Centro Hospitalar do Oeste, EPE","[39.4054629, -9.1258493]",3723,65.1,2422,Lisbon and Tagus Valley,2018,9
2018-09,"Hospital de Cascais, PPP","[38.729006, -9.418267]",2007,88.1,1769,Lisbon and Tagus Valley,2018,9
2018-09,"Hospital de Loures, PPP","[38.821455, -9.176296]",5217,72.1,3761,Lisbon and Tagus Valley,2018,9
2018-09,"Centro Hospitalar do Médio Ave, EPE","[41.3423984, -8.4802503]",2866,94.5,2708,Northern,2018,9
2018-09,"Centro Hospitalar do Porto, EPE","[41.1472498, -8.6172617]",7117,79.8,5679,Northern,2018,9
2018-09,"Centro Hospitalar Tâmega e Sousa, EPE","[41.2494561, -8.264901]",5757,86.4,4976,Northern,2018,9
2018-09,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","[41.3031784, -7.7515252]",5390,66.7,3593,Northern,2018,9
2018-09,"Hospital Santa Maria Maior, EPE","[41.5324234, -8.6171561]",1299,97.9,1272,Northern,2018,9
2018-09,"Unidade Local de Saúde do Alto Minho, EPE","[41.7056054, -8.8252713]",4348,82.7,3596,Northern,2018,9
2018-10,"Centro Hospitalar Universitário do Algarve,EPE","[37.0238973, -7.9281554]",7182,71.8,5157,Algarve,2018,10
2018-10,"Centro Hospitalar Cova da Beira, EPE","[40.2804158, -7.4922407]",1911,63.7,1217,Central,2018,10
2018-10,"Centro Hospitalar Médio Tejo, EPE","[39.478072, -8.5404429]",4057,71.6,2906,Lisbon and Tagus Valley,2018,10
2018-10,"Hospital Fernando Fonseca, EPE","[38.7422257, -9.2264834]",7434,67.9,5050,Lisbon and Tagus Valley,2018,10
2018-10,"Centro Hospitalar de São João, EPE","[41.1831056, -8.6010558]",12482,75.1,9370,Northern,2018,10
2018-10,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","[41.3828711, -8.7589945]",1160,98.5,1143,Northern,2018,10
2018-10,"Centro Hospitalar Tâmega e Sousa, EPE","[41.2494561, -8.264901]",5597,86.4,4838,Northern,2018,10
2018-10,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","[41.1094138, -8.5972617]",7717,81.8,6312,Northern,2018,10
2018-10,"Hospital de Braga, PPP","[41.56785, -8.398982]",17996,64.5,11611,Northern,2018,10
2018-10,"Instituto Português Oncologia do Porto, EPE","[41.1785642, -8.6062881]",1975,69.1,1364,Northern,2018,10
2018-11,"Centro Hospitalar e Universitário de Coimbra, EPE","[40.2191523, -8.4098211]",17949,65.1,11688,Central,2018,11
2018-11,"Centro Hospitalar Tondela-Viseu, EPE","[40.516364, -8.0827433]",9825,49.4,4857,Central,2018,11
2018-11,"Centro Hospitalar de Lisboa Central, EPE","[38.7166948, -9.1371248]",15002,60.1,9016,Lisbon and Tagus Valley,2018,11
2018-11,"Centro Hospitalar de Setúbal, EPE","[38.5283754, -8.8818638]",6810,64.9,4423,Lisbon and Tagus Valley,2018,11
2018-11,"Centro Hospitalar do Porto, EPE","[41.1472498, -8.6172617]",8048,81.6,6564,Northern,2018,11
2018-11,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","[41.3828711, -8.7589945]",1045,98.9,1034,Northern,2018,11
2018-12,"Centro Hospitalar de Lisboa Central, EPE","[38.7166948, -9.1371248]",15119,58.3,8810,Lisbon and Tagus Valley,2018,12
2018-12,"Centro Hospitalar de Setúbal, EPE","[38.5283754, -8.8818638]",7007,61.0,4277,Lisbon and Tagus Valley,2018,12
2018-12,"Centro Hospitalar Médio Tejo, EPE","[39.478072, -8.5404429]",3706,73.2,2711,Lisbon and Tagus Valley,2018,12
2018-12,"Hospital Distrital de Santarém, EPE","[39.2410946, -8.6937515]",3645,61.6,2245,Lisbon and Tagus Valley,2018,12
2018-12,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","[41.3828711, -8.7589945]",989,98.8,977,Northern,2018,12
2019-01,"Unidade Local de Saúde do Litoral Alentejano, EPE","[38.0162314, -8.6956768]",1715,74.2,1272,Alentejo,2019,1
2019-01,"Centro Hospitalar Universitário do Algarve,EPE","[37.0238973, -7.9281554]",6920,73.3,5074,Algarve,2019,1
2019-01,"Centro Hospitalar do Oeste, EPE","[39.4054629, -9.1258493]",3190,69.2,2208,Lisbon and Tagus Valley,2019,1
2019-01,"Centro Hospitalar Lisboa Norte, EPE","[38.7500861, -9.1616116]",10646,60.3,6420,Lisbon and Tagus Valley,2019,1
2019-01,"Hospital Distrital de Santarém, EPE","[39.2410946, -8.6937515]",3684,61.8,2275,Lisbon and Tagus Valley,2019,1
